ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
61238,Romuald Iosifovich Klim,M,35.0,185.0,103.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Hammer Throw,Silver
61274,Inta Kimovia (-Drvia),F,24.0,168.0,62.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
61363,Karlheinz Klotz,M,22.0,187.0,75.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
61410,Ewa Kobukowska,F,18.0,170.0,60.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,Bronze
61410,Ewa Kobukowska,F,18.0,170.0,60.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
61457,Andreas Knebel,M,20.0,178.0,71.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
61746,Beate Koch,F,21.0,181.0,75.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Javelin Throw,Bronze
61776,Marita Koch (-Meier),F,23.0,171.0,62.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,Gold
61776,Marita Koch (-Meier),F,23.0,171.0,62.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
61879,Peter Koech,M,30.0,180.0,67.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
62104,Manfred Kokot,M,28.0,176.0,80.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62173,Nikolay Vasilyevich Kolesnikov,M,22.0,175.0,74.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
62178,Nadezhda Leonidovna Kolesnikova-Ilyina,F,27.0,175.0,61.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
62285,Tatyana Alekseyevna Kolpakova (-Abbyasova),F,20.0,169.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Long Jump,Gold
62308,Wadysaw Komar,M,32.0,196.0,125.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,Gold
62331,Vera Yakovlevna Komisova (Nikitina-),F,27.0,169.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres Hurdles,Gold
62331,Vera Yakovlevna Komisova (Nikitina-),F,27.0,169.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
62404,Lyudmila Andreyevna Kondratyeva (-Sedykh),F,22.0,168.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres,Gold
62404,Lyudmila Andreyevna Kondratyeva (-Sedykh),F,30.0,168.0,57.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
62790,Julius Korir,M,24.0,172.0,64.0,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
62796,Seppo Tapio Aleksanteri Korjus,M,27.0,196.0,102.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,Gold
62815,Aleksandr Olegovich Kornelyuk,M,22.0,165.0,64.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
63076,"Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)",F,23.0,180.0,60.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,Silver
63423,Annamria Kovcs-Tth,F,23.0,164.0,58.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Pentathlon,Bronze
63438,Aleksandr Yuryevich Kovalenko,M,25.0,178.0,80.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,Bronze
63549,Wadysaw Kozakiewicz,M,26.0,187.0,82.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,Gold
63621,Valentyna Vasylivna Kozyr (-Avilova),F,18.0,170.0,68.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's High Jump,Bronze
63804,Jarmila Kratochvlov,F,29.0,171.0,68.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,Silver
63807,Guido Kratschmer,M,23.0,186.0,94.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,Silver
63843,"Christiane Krause (-Stallasch, -Todd)",F,21.0,164.0,54.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
63882,Viktor Petrovich Kravchenko,M,23.0,172.0,65.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,Bronze
64029,Lothar Michael Krieg,M,20.0,180.0,73.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
64261,"Annegret ""Anne"" Kroniger (-Boller-, -Wolf)",F,23.0,171.0,60.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
64309,Barbara Krug,F,24.0,174.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
64428,Vladimir Valentinovich Krylov,M,24.0,184.0,73.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
64700,Bodo Johannes Kuhn,M,21.0,183.0,73.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
64722,"Rita Khne (-Andrich, -Schiemann)",F,25.0,176.0,65.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
64793,Dainis Kla,M,21.0,190.0,98.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,Gold
64805,Gergely Kulcsr,M,30.0,184.0,82.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,Silver
64805,Gergely Kulcsr,M,34.0,184.0,82.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,Bronze
65024,Hansjrg Kunze,M,28.0,179.0,63.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",Bronze
65078,Olga Vitalyevna Kuragina (Nemogayeva-),F,21.0,170.0,57.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Pentathlon,Bronze
65181,Klaus-Dieter Kurrat,M,21.0,170.0,72.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
65295,Yury Mikhaylovich Kutsenko,M,28.0,190.0,93.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,Silver
65568,Volodymyr Viktorovych Kyselov,M,23.0,185.0,125.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,Gold
65978,Bernard Laidebeur,M,22.0,180.0,75.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
66266,Jennifer Frances Lamy (-Frank),F,19.0,173.0,60.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,Bronze
66432,Marita Lange,F,25.0,182.0,85.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Shot Put,Silver
66456,Lucyna Langer (-Kaek),F,24.0,167.0,55.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres Hurdles,Bronze
66536,Sonia May Lannaman (-Garmston),F,24.0,165.0,57.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
66654,Igor Olegovich Lapshin,M,25.0,189.0,74.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,Silver
66747,"Michael Denny ""Mike"" Larrabee",M,30.0,186.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,Gold
66747,"Michael Denny ""Mike"" Larrabee",M,30.0,186.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
67172,"David Lester ""Dave"" Laut",M,27.0,193.0,114.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Bronze
67307,Albert Lawrence,M,23.0,175.0,76.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
67602,Lillie Mae Leatherwood (-King),F,20.0,168.0,56.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
67602,Lillie Mae Leatherwood (-King),F,24.0,168.0,56.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
67624,"Nataliya Vasilyevna Lebedeva (-Suprun, -Monastyrskaya)",F,26.0,171.0,62.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Bronze
67764,Tatyana Mikhaylovna Ledovskaya,F,22.0,171.0,60.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Silver
67764,Tatyana Mikhaylovna Ledovskaya,F,22.0,171.0,60.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
68394,Klaus Lehnertz,M,26.0,183.0,75.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,Bronze
68522,Nicole Leistenschneider (-Mikisch),F,17.0,175.0,55.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
68525,Antnio Carlos Carvalho Nogueira Leito,M,24.0,176.0,68.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Bronze
68787,Silvio Leonard Sarra,M,24.0,173.0,64.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Silver
68995,Tatyana Dmitriyevna Lesovaya (Starodubtseva-),F,24.0,176.0,85.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Discus Throw,Bronze
69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Gold
69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Gold
69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
69210,"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Gold
69210,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Gold
69210,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Silver
69210,"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,Gold
69259,"Steven Earl ""Steve"" Lewis",M,19.0,188.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,Gold
69259,"Steven Earl ""Steve"" Lewis",M,19.0,188.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
69447,Li Meisu,F,29.0,176.0,92.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,Bronze
69693,Zenon Licznerski,M,25.0,182.0,74.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
69872,"Ilse Kristiina ""Tiina"" Lillak",F,23.0,181.0,73.5,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,Silver
70144,Harold Blaine Lindgren,M,25.0,190.0,92.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,Silver
70201,Dieter Lindner,M,27.0,174.0,66.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,Silver
70310,Mikhail Innokentyevich Linge,M,21.0,179.0,69.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
70477,Karel Lismont,M,23.0,168.0,62.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,Silver
70477,Karel Lismont,M,27.0,168.0,62.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,Bronze
70481,Nataliya Venediktovna Lisovskaya (-Sedykh),F,26.0,188.0,105.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,Gold
70538,Sergey Nikolayevich Litvinov,M,22.0,180.0,106.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Hammer Throw,Silver
70538,Sergey Nikolayevich Litvinov,M,30.0,180.0,106.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,Gold
70827,Jorge Llopart Ribas,M,28.0,167.0,63.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,Silver
71049,Mihaela Loghin,F,32.0,170.0,78.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Shot Put,Silver
71196,"Dallas Crutcher Long, III",M,24.0,193.0,118.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,Gold
71298,Carlos Alberto de Sousa Lopes,M,29.0,167.0,55.0,Portugal,POR,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",Silver
71298,Carlos Alberto de Sousa Lopes,M,37.0,167.0,55.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,Gold
71587,Claudia Losch,F,24.0,181.0,84.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Shot Put,Gold
71636,Ingrid Lotz (Eichmann-),F,30.0,169.0,74.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Discus Throw,Silver
71719,Lzr Lovsz,M,26.0,189.0,99.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Hammer Throw,Bronze
71757,Vladimir Nikolayevich Lovetsky,M,20.0,186.0,83.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
71763,Fia Lovin (Rafira-),F,33.0,166.0,57.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,Bronze
71793,Gabriele Lwe (Kotte-),F,21.0,172.0,60.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
71969,Ralf Lbke,M,23.0,192.0,80.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
72466,Jnis Lsis,M,25.0,180.0,90.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,Bronze
72466,Jnis Lsis,M,29.0,180.0,90.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,Gold
72466,Jnis Lsis,M,33.0,180.0,90.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,Silver
72693,Leonid Dmytrovych Lytvynenko,M,23.0,185.0,87.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,Silver
72770,Kaarlo Hannes Maaninka,M,26.0,178.0,61.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",Bronze
72770,Kaarlo Hannes Maaninka,M,26.0,178.0,61.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",Silver
72880,Linsey Tarrel MacDonald,F,16.0,160.0,43.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
73572,Joseph Mahmoud,M,28.0,174.0,65.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
73810,Aleksandr Fyodorovich Makarov,M,29.0,184.0,98.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,Silver
73990,Galina Vyacheslavovna Malchugina (Mikheyeva-),F,25.0,168.0,62.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
74037,Doris Maletzki (-Brachmann-),F,24.0,168.0,56.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
74084,Bronisaw Malinowski,M,25.0,182.0,68.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
74084,Bronisaw Malinowski,M,29.0,182.0,68.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
74090,Stefano Malinverni,M,21.0,180.0,73.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
74452,Wiesaw Jan Maniak,M,26.0,171.0,74.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
74489,Ralph Vernon Mann,M,23.0,193.0,86.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Silver
74525,Madeline Manning-Jackson (-Mims),F,20.0,175.0,75.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 800 metres,Gold
74525,Madeline Manning-Jackson (-Mims),F,24.0,175.0,75.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
74549,Lia Manoliu (-Raica),F,32.0,179.0,85.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Discus Throw,Bronze
74549,Lia Manoliu (-Raica),F,36.0,179.0,85.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Discus Throw,Gold
75027,Bruno Marie-Rose,M,23.0,193.0,83.0,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
75163,Viktor Fyodorovich Markin,M,23.0,183.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,Gold
75163,Viktor Fyodorovich Markin,M,23.0,183.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
75189,Khristo Ganchev Markov,M,23.0,185.0,76.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,Gold
75656,Lisa Frances Martin-Ondieki (-O'Dea),F,28.0,168.0,47.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Silver
76172,Michele Mary Mason-Brown,F,25.0,171.0,55.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's High Jump,Silver
76534,"James Randel ""Randy"" Matson",M,19.0,200.0,120.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,Silver
76534,"James Randel ""Randy"" Matson",M,23.0,200.0,120.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,Gold
76674,"Kenneth Joseph ""Ken"" Matthews",M,30.0,185.0,78.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,Gold
76686,"Vincent Edward ""Vince"" Matthews",M,20.0,187.0,81.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
76686,"Vincent Edward ""Vince"" Matthews",M,24.0,187.0,81.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,Gold
77349,"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",F,24.0,170.0,45.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 10,000 metres",Silver
77405,Walter Lee McCoy,M,25.0,178.0,72.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
77522,"Michael Anthony ""Mike"" McFarlane",M,28.0,178.0,74.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
77600,Edith Marie McGuire (-Duvall),F,20.0,173.0,59.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,Silver
77600,Edith Marie McGuire (-Duvall),F,20.0,173.0,59.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 200 metres,Gold
77600,Edith Marie McGuire (-Duvall),F,20.0,173.0,59.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
77654,Antonio Ricardo McKay,M,20.0,183.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,Bronze
77654,Antonio Ricardo McKay,M,20.0,183.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
77654,Antonio Ricardo McKay,M,24.0,183.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
77818,"Michael James ""Mike"" McLeod",M,32.0,180.0,63.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Silver
77874,Kathy Laverne McMillan (-Ray),F,18.0,,57.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Long Jump,Silver
78149,Gheorghe Megelea,M,22.0,192.0,101.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,Bronze
78155,"Gregory ""Greg"" Meghoo",M,18.0,180.0,74.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
78244,Petra Meier-Felke,F,29.0,172.0,64.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Javelin Throw,Gold
78496,Faina Grigoryevna Melnik (-Veleva),F,27.0,174.0,88.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Discus Throw,Gold
78737,Argentina Menis,F,24.0,171.0,85.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Discus Throw,Silver
78746,Pietro Paolo Mennea,M,20.0,180.0,73.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,Bronze
78746,Pietro Paolo Mennea,M,28.0,180.0,73.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,Gold
78746,Pietro Paolo Mennea,M,28.0,180.0,73.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
79106,Adrian Peter Metcalfe,M,22.0,188.0,87.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
79251,Ulrike Meyfarth (-Nasse),F,16.0,188.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,Gold
79251,Ulrike Meyfarth (-Nasse),F,28.0,188.0,70.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's High Jump,Gold
79462,Ingrid Mickler-Becker (-Inglau),F,26.0,177.0,66.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Pentathlon,Gold
79462,Ingrid Mickler-Becker (-Inglau),F,29.0,177.0,66.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
79633,Anatoly Arkadyevich Mikhaylov,M,27.0,183.0,81.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,Bronze
79774,"Rodney ""Rod"" Milburn, Jr.",M,22.0,183.0,79.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Gold
79780,Lothar Milde,M,33.0,195.0,105.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,Silver
79915,Lennox Valencia Miller,M,22.0,183.0,79.0,Jamaica,JAM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Silver
79915,Lennox Valencia Miller,M,25.0,183.0,79.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,Bronze
79970,"William Mervin ""Billy"" Mills",M,26.0,180.0,68.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Gold
80287,Yevgeny Vasilyevich Mironov,M,26.0,193.0,130.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Silver
80428,"Richard Charles ""Rick"" Mitchell",M,25.0,183.0,71.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,Silver
80854,Dietmar Mgenburg,M,22.0,201.0,78.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,Gold
